r2_score,mae,rmse,median_absolute_error,mape,median_absolute_percentage_error,median_percentage_error,pct_within_10,pct_within_20,pct_within_30,pct_within_50,sample_count,model,train_years,test_years,train_samples,test_samples
0.97162627303851,11.362397294430767,158.30549871537434,0.3427499365428339,43.9694851927749,25.377857620608104,-11.361146612889094,21.17820324005891,40.20618556701031,57.201767304860084,78.29160530191459,3395,ExtraTrees,<=2015,>2015,12356,3395
0.9702482180453217,12.029309977011438,162.10421181792242,0.32761982746862994,41.515042153049706,24.862831842181585,-9.461099411708147,21.620029455081003,40.79528718703976,58.733431516936676,79.49926362297496,3395,RandomForest,<=2015,>2015,12356,3395
0.9531964844157087,14.75835975798605,203.31856953862948,0.30147344304675294,40.31602142418891,23.094562829112533,-4.498994552240552,21.620029455081003,43.77025036818851,61.59057437407953,82.29749631811487,3395,XGBoost,<=2015,>2015,12356,3395
0.9351766951564549,18.400050431856013,239.27834267527433,0.3267833183466585,43.45407450037841,24.34085190400723,-3.3628157276297284,20.795287187039765,41.82621502209131,58.88070692194404,78.61561119293079,3395,HistGradientBoosting,<=2015,>2015,12356,3395
0.8645938874286868,25.98749447958123,345.8254435434063,0.3571265917133961,47.66866791841489,27.56202537413743,-1.3775499527274153,18.762886597938145,36.61266568483063,53.75552282768778,76.61266568483065,3395,CatBoost,<=2015,>2015,12356,3395
